Engine_speed_rpm,Engine_torque_Nm,Power_in_kW
1645.25,67.26,110.659515
1609,67.26,108.22134
1558.5,69.23,107.894955
1511.75,70.707,106.8913073
1485.25,72.185,107.2127713
1481,75.14,111.28234
1484.75,75.14,111.564115
1485.75,75.14,111.639255
1493.25,75.14,112.202805
1488.75,75.14,111.864675
1502.25,75.14,112.879065
1500,75.14,112.71
1501,75.14,112.78514
1510.5,75.632,114.242136
1515.75,75.14,113.893455
1511,75.632,114.279952
1522.5,70.707,107.6514075
1521,64.305,97.807905
1524.25,63.32,96.51551
1525.75,62.827,95.85829525
1536,62.335,95.74656
1532,61.35,93.9882
1534.25,58.395,89.59252875
1541.25,53.962,83.1689325
1540.5,44.605,68.7140025
1544.75,38.202,59.0125395
1544.25,33.277,51.38800725
1546.5,27.86,43.08549
1543,24.412,37.667716
1547.25,22.935,35.48617875
1546,22.442,34.695332
1545.5,18.502,28.594841
1549.5,14.562,22.563819
1543.5,14.07,21.717045
1546,14.07,21.75222
1544.75,14.07,21.7346325
1541.25,14.07,21.6853875
1541.75,14.07,21.6924225
1539.25,14.07,21.6572475
1539.75,14.07,21.6642825
1536,14.07,21.61152
1537.5,14.07,21.632625
1536.75,14.07,21.6220725
1535.75,14.07,21.6080025
1533.5,14.07,21.576345
1533.75,14.07,21.5798625
1533,14.07,21.56931
1522.5,14.07,21.421575
1528.5,14.07,21.505995
1533.5,14.07,21.576345
1536.75,14.07,21.6220725
1523.5,14.07,21.435645
1525.5,14.07,21.463785
1528,14.07,21.49896
1520,14.07,21.3864
1525.75,14.07,21.4673025
1523,14.07,21.42861
1522.25,14.07,21.4180575
1522.5,14.07,21.421575
1523,13.085,19.928455
1516.75,7.667,11.62892225
1521.5,2.25,3.423375
1508.5,-2.675,-4.0352375
1503,-3.168,-4.761504
1487.75,-3.66,-5.445165
1508,-4.645,-7.00466
1506.5,-5.63,-8.481595
1499.75,-6.123,-9.18296925
1501,-7.108,-10.669108
1494,-2.183,-3.261402
1498.5,13.085,19.6078725
1493.5,14.07,21.013545
1502.5,14.07,21.140175
1497.25,14.562,21.8029545
1492,16.04,23.93168
1513.5,21.457,32.4751695
1514.25,22.935,34.72932375
1509,29.83,45.01347
1500.25,39.187,58.79029675
1519.25,41.157,62.52777225
1560.75,41.157,64.23578775
1577.75,41.157,64.93545675
1558.75,41.157,64.15347375
1531.75,41.65,63.7973875
1520,42.142,64.05584
1507,42.142,63.507994
1503.25,42.142,63.3499615
1504.5,42.142,63.402639
1502.5,44.112,66.27828
1505.25,51.5,77.520375
1507,54.455,82.063685
1511.75,54.455,82.32234625
1511.25,54.455,82.29511875
1513,54.455,82.390415
1517.5,54.455,82.6354625
1520.75,54.455,82.81244125
1519,54.455,82.717145
1528,54.455,83.20724
1523.25,54.455,82.94857875
1529.25,54.455,83.27530875
1532,54.455,83.42506
1533,54.455,83.479515
1536.5,54.455,83.6701075
1540.5,54.455,83.8879275
1539,54.455,83.806245
1543,54.455,84.024065
1549.5,53.962,83.614119
1543.25,53.962,83.2768565
1550.5,53.962,83.668081
1553.25,53.962,83.8164765
1551.75,53.47,82.9720725
1559.25,53.47,83.3730975
1559.25,53.47,83.3730975
1562.25,53.47,83.5335075
1561.5,53.47,83.493405
1567.5,53.47,83.814225
1569.75,52.977,83.16064575
1569.5,52.977,83.1474015
1573,52.977,83.332821
1576.5,52.977,83.5182405
1578.25,52.485,82.83445125
1579.75,52.485,82.91317875
1581,52.485,82.978785
1581.5,52.485,83.0050275
1588.25,52.485,83.35930125
1587.75,51.992,82.550298
1590.5,51.007,81.1266335
1592,47.56,75.71552
1593,46.575,74.193975
1594.75,45.59,72.7046525
1595,45.097,71.929715
1596.75,44.605,71.22303375
1602,44.605,71.45721
1600.75,43.127,69.03554525
1605.75,42.635,68.46115125
1604.75,40.172,64.466017
1602.75,37.217,59.64954675
1607.25,34.262,55.0675995
1610,32.785,52.78385
1608.5,30.322,48.772937
1609.5,27.86,44.84067
1612.5,26.875,43.3359375
1609.5,24.412,39.291114
1612,21.95,35.3834
1612.75,20.472,33.016218
1611,17.517,28.219887
1608.25,15.547,25.00346275
1609,14.562,23.430258
1609.75,14.07,22.6491825
1605.25,10.13,16.2611825
1603,4.712,7.553336
1606.25,-0.705,-1.13240625
1592.25,-2.675,-4.25926875
1569.5,-3.66,-5.74437
1614,-4.153,-6.702942
1610.5,-5.138,-8.274749
1584.25,-5.63,-8.9193275
1573,-6.615,-10.405395
1590.75,-8.093,-12.87393975
1587.25,-15.48,-24.57063
1579.25,-27.3,-43.113525
1577.25,-35.673,-56.26523925
1564.25,-47,-73.51975
1557,-60.298,-93.883986
1548.5,-71.133,-110.1494505
1539.75,-80.983,-124.6935743
1521,-89.355,-135.908955
1509.75,-96.743,-146.0577443
1491,-102.16,-152.32056
1471.5,-103.638,-152.503317
1452.5,-104.623,-151.9649075
1434.75,-106.1,-152.226975
1418,-106.1,-150.4498
1396.5,-106.593,-148.8571245
1380.25,-106.593,-147.1249883
1365,-106.593,-145.499445
1342.75,-106.593,-143.1277508
1325.25,-106.593,-141.2623733
1308.5,-106.593,-139.4769405
1298.25,-106.593,-138.3843623
1287.75,-106.1,-136.630275
1271.5,-106.1,-134.90615
1253.25,-106.1,-132.969825
1243.25,-106.1,-131.908825
1233.5,-106.1,-130.87435
1224.5,-105.115,-128.7133175
1330.75,-104.13,-138.5709975
1429.5,-94.773,-135.4780035
1485.25,-86.893,-129.0578283
1528.25,-81.475,-124.5141688
1504,-78.028,-117.354112
1491.75,-78.028,-116.398269
1470,-78.028,-114.70116
1449.5,-78.028,-113.101586
1434,-78.028,-111.892152
1412.5,-78.028,-110.21455
1397.75,-78.028,-109.063637
1375,-78.028,-107.2885
1357.25,-78.028,-105.903503
1338.5,-78.028,-104.440478
1321.5,-78.028,-103.114002
1302.25,-78.028,-101.611963
1282,-77.535,-99.39987
1262.25,-77.535,-97.86855375
1242.75,-77.535,-96.35662125
1223.25,-77.043,-94.24284975
1206.75,-76.55,-92.3767125
1179,-76.058,-89.672382
1167,-77.043,-89.909181
1147,-76.058,-87.238526
1126,-76.058,-85.641308
1152,-74.58,-85.91616
1204,-72.61,-87.42244
1250.25,-68.67,-85.8546675
1295.5,-64.73,-83.857715
1347.75,-61.283,-82.59416325
1403.75,-57.343,-80.49523625
1449.25,-52.91,-76.6798175
1465.75,-47,-68.89025
1426,-47,-67.022
1381.75,-47,-64.94225
1342,-46.508,-62.413736
1310,-46.015,-60.27965
1275.75,-45.523,-58.07596725
1229.25,-45.03,-55.3531275
1192.75,-44.045,-52.53467375
1162,-43.553,-50.608586
1122.75,-42.568,-47.793222
1085.75,-41.583,-45.14874225
1046,-41.09,-42.98014
1014.5,-40.105,-40.6865225
975.25,-39.12,-38.15178
936.75,-37.643,-35.26208025
904.75,-33.703,-30.49278925
874.5,-29.763,-26.0277435
840.25,-25.33,-21.2835325
805.5,-20.898,-16.833339
778.25,-16.958,-13.1975635
744.5,-13.018,-9.691901
716.25,-8.093,-5.79661125
695.5,-5.63,-3.915665
659.75,-3.168,-2.090088
638,-1.198,-0.764324
610,8.16,4.9776
573.25,9.637,5.52441025
535.25,10.13,5.4220825
513.25,10.13,5.1992225
489.75,10.622,5.2021245
486.75,10.622,5.1702585
473.75,11.607,5.49881625
471,11.607,5.466897
465.25,12.1,5.629525
460.75,12.1,5.575075
459,12.592,5.779728
455.75,13.085,5.96348875
455.75,13.577,6.18771775
457.25,14.07,6.4335075
453.75,14.07,6.3842625
453,14.562,6.596586
454,15.055,6.83497
456,15.547,7.089432
455.75,15.547,7.08554525
455.25,16.04,7.30221
456.25,17.025,7.76765625
457.5,17.517,8.0140275
458.25,17.517,8.02716525
458,17.517,8.022786
457.5,17.517,8.0140275
458.75,17.517,8.03592375
446.75,17.517,7.82571975
326.5,17.517,5.7193005
181.75,17.517,3.18371475
0,18.502,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,17.517,0
0,22.935,0
342.5,31.8,10.8915
308,43.62,13.43496
579,46.575,26.966925
841.75,54.455,45.83749625
1028.5,44.605,45.8762425
1150.75,40.172,46.227929
1303.75,37.71,49.1644125
1333.5,37.71,50.286285
1355.25,38.695,52.44139875
1350.5,40.172,54.252286
1313.25,42.143,55.34429475
1275,45.097,57.498675
1213,48.052,58.287076
1158,53.47,61.91826
1146.25,57.902,66.3701675
1167.75,59.873,69.91669575
1194.25,62.827,75.03114475
1220.5,67.752,82.691316
1250,70.215,87.76875
1278.5,73.17,93.547845
1323.25,75.14,99.429005
1365.25,76.125,103.9296563
1395.5,79.572,111.042726
1395,88.93,124.05735
1403,98.287,137.896661
1447.5,98.287,142.2704325
1472.25,98.287,144.7030358
1541.25,99.272,153.00297
1607.75,96.317,154.8536568
1655.5,94.84,157.00762
1684.75,94.84,159.78169
1706.25,95.332,162.660225
1734.75,95.332,165.377187
1765.5,96.317,170.0476635
1808.75,100.75,182.2315625
1855,103.213,191.460115
1904.25,107.152,204.044196
1952.25,106.167,207.2645258
2005,104.69,209.90345
2053.75,103.212,211.971645
2087,102.72,214.37664
2140.25,101.242,216.6831905
2195.75,100.75,221.2218125
2240.25,104.69,234.5317725
2296,109.615,251.67604
2327.5,108.63,252.836325
2286.75,110.6,252.91455
2166.75,117.002,253.5140835
2028,128.33,260.25324
1967.75,145.567,286.4394643
2008.25,146.06,293.324995
2063.75,142.12,293.30015
2074.5,152.955,317.3051475
2116.25,157.387,333.0702388
2186.25,154.925,338.7047813
2207,153.94,339.74558
2192.5,154.432,338.59216
2171,155.417,337.410307
2144,152.955,327.93552
2125,153.447,326.074875
2127,145.075,308.574525
2120.25,134.24,284.62236
2090,131.285,274.38565
2083.75,132.27,275.6176125
2128.25,129.315,275.2146488
2147.75,125.375,269.2741563
2131.25,125.375,267.2054688
2162,124.39,268.93118
2165,118.972,257.57438
2213,116.017,256.745621
2203.25,116.017,255.6144553
2219.25,115.525,256.3788563
2193,109.615,240.385695
2051.25,85.975,176.3562188
1838.5,93.855,172.5524175
1673.5,104.198,174.375353
1627.25,109.122,177.5687745
1592.5,119.957,191.0315225
1609.75,149.015,239.8768963
1685,145.567,245.280395
1718.75,142.12,244.26875
1662.25,142.612,237.056797
1614.5,147.045,237.4041525
1643,148.522,244.021646
1690.25,148.522,251.0393105
1684.5,148.522,250.185309
1683,148.522,249.962526
1697.25,129.315,219.4798838
1692.25,126.36,213.83271
1672,126.36,211.27392
1699.5,124.39,211.400805
1718,103.212,177.318216
1705.5,101.242,172.668231
1729.25,94.347,163.1495498
1732,57.41,99.43412
1735.25,32.292,56.034693
1730.5,18.01,31.166305
1733,12.592,21.821936
1740,6.682,11.62668
1733.25,0.772,1.338069
1731,-1.198,-2.073738
1733.25,-1.69,-2.9291925
1720.5,-2.183,-3.7558515
1705,-3.168,-5.40144
1713,-3.66,-6.26958
1740.5,-4.153,-7.2282965
1719.75,-4.153,-7.14212175
1702.25,-4.645,-7.90695125
1717.75,-5.138,-8.8257995
1714,-5.63,-9.64982
1713,-7.108,-12.176004
1704.5,-8.585,-14.6331325
1703.5,-11.048,-18.820268
1696.75,-13.51,-22.9230925
1689,-16.958,-28.642062
1689,-19.913,-33.633057
1679.25,-23.36,-39.22728
1678.5,-26.808,-44.997228
1666.75,-28.285,-47.14402375
1660.5,-27.3,-45.33165
1667,-27.792,-46.329264
1644.75,-26.808,-44.092458
1646,-26.808,-44.125968
1635.5,-10.555,-17.2627025
1644.5,8.652,14.228214
1634.75,13.085,21.39070375
1622,14.07,22.82154
1624.75,14.07,22.8602325
1636.5,14.07,23.025555
1658,17.517,29.043186
1697.75,26.875,45.62703125
1680.75,46.082,77.4523215
1710.25,62.335,106.6084338
1758.25,61.842,108.7336965
1794.25,60.365,108.3099013
1776.25,59.872,106.34764
1748,59.872,104.656256
1707.5,52.977,90.4582275
1681.75,40.172,67.559261
1648.25,37.217,61.34292025
1668.25,37.217,62.08726025
1662.75,36.725,61.06449375
1664,36.725,61.1104
1672.75,36.725,61.43174375
1674.75,35.74,59.855565
1679.5,35.74,60.02533
1674.75,35.74,59.855565
1679,35.74,60.00746
1686.5,34.755,58.6143075
1683.25,34.755,58.50135375
1691.25,34.755,58.77939375
1685.5,34.755,58.5795525
1698.75,34.755,59.04005625
1691.25,34.755,58.77939375
1685.25,34.755,58.57086375
1681.25,34.755,58.43184375
1619.25,35.74,57.871995
1530,26.382,40.36446
1421.75,18.502,26.3052185
1324.25,14.562,19.2837285
1279,15.055,19.255345
1290.75,15.055,19.43224125
1287.5,15.055,19.3833125
1285.25,15.055,19.34943875
1295.5,16.532,21.417206
1297.75,17.025,22.09419375
1289.5,17.517,22.5881715
1288.5,23.92,30.82092
1288.75,30.322,39.0774775
1286,39.187,50.394482
1299.75,43.128,56.055618
1358,43.62,59.23596
1388.25,45.59,63.2903175
1363.25,48.545,66.17897125
1336.25,51.5,68.816875
1327.5,56.918,75.558645
1328.75,75.14,99.842275
1336.25,83.02,110.935475
1371.75,84.497,115.9087598
1377.25,86.96,119.76566
1341.5,90.9,121.94235
1332.25,91.885,122.4137913
1339,92.377,123.692803
1363.25,92.377,125.9329453
1360,92.377,125.63272
1365.25,34.755,47.44926375
1321,21.95,28.99595
1354.5,16.532,22.392594
1318.5,11.115,14.6551275
1341.25,5.697,7.64110125
1330.75,0.28,0.37261
1326.5,-2.675,-3.5483875
1326.25,-3.168,-4.20156
1320,-4.153,-5.48196
1294.5,-4.645,-6.0129525
1271.25,-5.63,-7.1571375
1298.5,-6.615,-8.5895775
1281.5,-7.6,-9.7394
1324.25,-13.51,-17.8906175
1381.25,-22.375,-30.90546875
1457,-32.718,-47.670126
1506.75,-41.583,-62.65518525
1537.25,-50.448,-77.551188
1546.25,-59.805,-92.47348125
1570,-67.685,-106.26545
1566.75,-77.535,-121.4779613
1561.75,-79.013,-123.3985528
1553,-79.013,-122.707189
1525,-78.52,-119.743
1529,-78.52,-120.05708
1508.5,-78.028,-117.705238
1500.75,-78.028,-117.100521
1474.75,-78.028,-115.071793
1462.75,-78.028,-114.135457
1439,-78.028,-112.282292
1416.5,-78.028,-110.526662
1394,-78.028,-108.771032
1374.5,-78.028,-107.249486
1349.75,-78.028,-105.318293
1328,-78.028,-103.621184
1309.25,-78.027,-102.1568498
1287.25,-77.535,-99.80692875
1275.5,-77.535,-98.8958925
1257.75,-77.535,-97.51964625
1242.75,-77.043,-95.74518825
1235.75,-77.043,-95.20588725
1215.25,-77.043,-93.62650575
1208.75,-77.043,-93.12572625
1198,-76.55,-91.7069
1194.75,-51.925,-62.03739375
1204.25,-29.27,-35.2483975
1295.25,-26.315,-34.08450375
1378.75,-23.36,-32.2076
1454.75,-21.883,-31.83429425
1527,-20.405,-31.158435
1602,-19.912,-31.899024
1671,0.28,0.46788
1747.75,9.637,16.84306675
1770.25,14.07,24.9074175
1733,20.472,35.477976
1814.5,33.277,60.3811165
1873.75,32.292,60.507135
1874.25,31.8,59.60115
1846.75,32.292,59.635251
1854,32.292,59.869368
1862.75,32.292,60.151923
1889,31.8,60.0702
1892,31.8,60.1656
1885.75,31.8,59.96685
1896,31.8,60.2928
1907.5,31.307,59.7181025
1913,31.307,59.890291
1912.75,31.307,59.88246425
1920.25,32.292,62.008713
1928.5,51.5,99.31775
1955.25,57.903,113.2148408
1980.5,58.887,116.6257035
1983.75,63.32,125.61105
2014.5,67.752,136.486404
2043.75,67.752,138.46815
2035.25,71.2,144.9098
2029.75,74.155,150.5161113
2017.75,74.155,149.6262513
2009,74.647,149.965823
1991.5,75.14,149.64131
1992.5,75.632,150.69676
2008.25,75.14,150.899905
2014.5,75.14,151.36953
2038,82.035,167.18733
2043.75,85.482,174.7038375
2032.75,94.84,192.78601
1962.25,100.257,196.7292983
1868.5,105.182,196.532567
1713.75,115.525,197.9809688
1564.25,128.33,200.7402025
1540.25,133.748,206.005357
1495,138.672,207.31464
1463.5,160.342,234.660517
1501,169.7,254.7197
1561,166.252,259.519372
1559.25,178.073,277.6603253
1557,190.385,296.429445
1568,190.385,298.52368
1588.25,189.892,301.595969
1627,187.922,305.749094
1613.5,186.937,301.6228495
1629.25,186.937,304.5671073
1676.75,187.43,314.2732525
1697.75,187.43,318.2092825
1714,186.937,320.410018
1735,184.475,320.064125
1753.75,182.012,319.203545
1750.5,180.042,315.163521
1781.25,178.072,317.19075
1784.25,176.102,314.2099935
1807.75,174.132,314.787123
1830.5,172.162,315.142541
1835.5,170.192,312.387416
1829,168.715,308.579735
1842,167.237,308.050554
1867.5,164.775,307.7173125
1880.25,163.297,307.0391843
1887.25,162.312,306.323322
1902.25,160.835,305.9483788
1925,159.357,306.762225
1939.75,157.387,305.2914333
1956,156.402,305.922312
1970,154.925,305.20225
1982.25,153.94,305.147565
2006.25,152.955,306.8659688
2014.25,151.477,305.1125473
2024.25,150.492,304.633431
2050.25,150,307.5375
2059.5,152.955,315.0108225
2079.25,155.91,324.1758675
2098.25,156.403,328.1725948
2117,159.85,338.40245
2124.75,160.835,341.7341663
2152.5,161.82,348.31755
2166.5,164.775,356.9850375
2193.75,165.76,363.636
2223.25,164.282,365.2399565
2219,164.775,365.635725
2230.25,164.775,367.4894438
2262.5,164.775,372.8034375
2286.75,163.79,374.5467825
2302.75,163.297,376.0321668
2307.5,162.312,374.53494
2315,160.835,372.333025
2330.75,159.85,372.5703875
2353,158.865,373.809345
2368.75,157.88,373.97825
2380.75,156.895,373.5277713
2394,141.627,339.055038
2401.5,98.287,236.0362305
2390.75,85.482,204.3660915
2416.75,83.512,201.827626
2413.25,82.527,199.1582828
2426.75,87.945,213.4205288
2424.5,96.81,234.715845
